tool	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 
run set	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17
/sv-benchmarks/c/	status	cputime (s)	walltime (s)	memUsage	wit1_status	wit1_cputime (s)	wit1_walltime (s)	wit1_memUsage	wit2_status	wit2_cputime (s)	wit2_walltime (s)	wit2_memUsage
bitvector/byte_add_false-unreach-call_true-no-overflow.i	unknown	7.376749203	8.389469411980826	219181056	ERROR (invalid witness file)	2.558888033	2.5742372079985216	75255808				
bitvector/sum02_false-unreach-call_true-no-overflow.i	TIMEOUT	49.569204298	91.01779026899021	326918144	ERROR (invalid witness file)	0.634989972	0.645665051008109	29294592				
bitvector/byte_add_1_true-unreach-call_true-no-overflow.i	TIMEOUT	49.270033911	91.01222561500617	291168256					ERROR (invalid witness file)	0.765097449	0.7725003289815504	29884416
bitvector/byte_add_2_true-unreach-call_true-no-overflow.i	TIMEOUT	44.235582036	91.00972649399773	282890240					ERROR (invalid witness file)	0.783801163	0.7931036920053884	29978624
bitvector/gcd_1_true-unreach-call_true-no-overflow.i	TIMEOUT	61.047484054	63.376710957003525	492392448					ERROR (invalid witness file)	0.669281622	0.6766026089899242	30498816
bitvector/gcd_2_true-unreach-call_true-no-overflow.i	unknown	34.707286757	36.849920654000016	763494400					ERROR (invalid witness file)	2.224247021	2.2397209930059034	67485696
bitvector/gcd_3_true-unreach-call_true-no-overflow.i	unknown	47.383929132	49.668234895012574	711376896					ERROR (invalid witness file)	2.236663058	2.2543234699987806	67436544
bitvector/gcd_4_true-unreach-call_true-no-overflow.i	TIMEOUT	60.488111897	80.39533349900739	400642048					ERROR (invalid witness file)	0.639571527	0.6508012329868507	30920704
bitvector/interleave_bits_true-unreach-call_true-no-overflow.i	true	8.401309616	10.054626155993901	190656512					true	6.257163945	6.403242539003259	167538688
bitvector/jain_1_true-unreach-call_true-no-overflow.i	unknown	44.972761084	78.69619150902145	283922432					ERROR (invalid witness file)	2.726542247	2.7510572989995126	90996736
bitvector/jain_2_true-unreach-call_true-no-overflow.i	TIMEOUT	50.718584828	91.00857428100426	298782720					ERROR (invalid witness file)	0.626643352	0.6372181820042897	29560832
bitvector/jain_4_true-unreach-call_true-no-overflow.i	true	4.433341643	5.160536287003197	125284352					OUT OF MEMORY	68.475019826	71.44697643897962	1999998976
bitvector/jain_5_true-unreach-call_true-no-overflow.i	true	3.999163738	4.761107965023257	122413056					OUT OF MEMORY	99.217078698	99.94686037898646	2000003072
bitvector/jain_6_true-unreach-call_true-no-overflow.i	true	4.10602791	4.830119257996557	123613184					OUT OF MEMORY	66.945942528	67.66869337199023	1999998976
