tool	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 
run set	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18
/sv-benchmarks/c/	status	cputime (s)	walltime (s)	memUsage	wit1_cputime (s)	wit1_memUsage	wit1_status	wit1_walltime (s)	wit2_cputime (s)	wit2_memUsage	wit2_status	wit2_walltime (s)
floats-cdfpl/newton_1_4_false-unreach-call_true-termination.i	false(unreach-call)	8.566098729	11.038439543975983	279343104	0.632467955	39276544	false(unreach-call)	1.026015248033218				
floats-cdfpl/newton_1_5_false-unreach-call_true-termination.i	false(unreach-call)	8.191315254	9.5101993259741	182247424	0.62180104	18403328	false(unreach-call)	0.6391180790378712				
floats-cdfpl/newton_1_6_false-unreach-call_true-termination.i	false(unreach-call)	8.249120813	9.488088148005772	181993472	0.626710106	18354176	false(unreach-call)	0.6375844430294819				
floats-cdfpl/newton_1_7_false-unreach-call_true-termination.i	false(unreach-call)	10.98755623	12.192793635011185	188063744	0.623956262	18337792	false(unreach-call)	0.6377888070419431				
floats-cdfpl/newton_1_8_false-unreach-call_true-termination.i	false(unreach-call)	7.624925392	8.853741781960707	188731392	0.620488698	18378752	false(unreach-call)	0.6340744790504687				
floats-cdfpl/newton_2_6_false-unreach-call_true-termination.i	false(unreach-call)	15.869908488	17.278232094016857	195715072	0.627459668	18395136	false(unreach-call)	0.6386752880061977				
floats-cdfpl/newton_2_7_false-unreach-call_true-termination.i	false(unreach-call)	13.87728497	15.28812789998483	197521408	0.608693708	18354176	false(unreach-call)	0.6262937239953317				
floats-cdfpl/newton_2_8_false-unreach-call_true-termination.i	false(unreach-call)	13.362155069	14.872502261016052	195956736	0.633509201	18345984	false(unreach-call)	0.648150394030381				
floats-cdfpl/newton_3_6_false-unreach-call_true-termination.i	unknown	18.536478327	20.084030948986765	213004288	0.626436568	18378752	true	0.6507292289752513				
floats-cdfpl/newton_3_7_false-unreach-call_true-termination.i	unknown	18.726978447	20.26688141800696	215175168	0.630680235	18432000	true	0.646716543007642				
floats-cdfpl/newton_3_8_false-unreach-call_true-termination.i	unknown	18.296471917	19.81047716602916	214732800	0.62458615	18374656	false(unreach-call)	0.6389903259696439				
floats-cdfpl/sine_1_false-unreach-call_true-termination.i	unknown	5.917405221	6.715099469991401	161406976	0.54696544	18280448	ERROR (1)	0.5800307139870711				
floats-cdfpl/sine_2_false-unreach-call_true-termination.i	false(unreach-call)	7.942394284	10.072865105001256	174190592	0.607323172	18407424	false(unreach-call)	0.6259122629999183				
floats-cdfpl/sine_3_false-unreach-call_true-termination.i	false(unreach-call)	7.547667541	8.693683607969433	170045440	0.618718259	18411520	false(unreach-call)	0.6319831819855608				
floats-cdfpl/square_1_false-unreach-call_true-termination.i	false(unreach-call)	7.092064382	8.219019449024927	170635264	0.635465642	18362368	false(unreach-call)	0.6557271829806268				
floats-cdfpl/square_2_false-unreach-call_true-termination.i	false(unreach-call)	7.274068685	8.384537446021568	180764672	0.615538951	18452480	false(unreach-call)	0.6277532459935173				
floats-cdfpl/square_3_false-unreach-call_true-termination.i	false(unreach-call)	7.334508	8.554964897979517	167383040	0.607532714	18575360	false(unreach-call)	0.6217499480117112				
floats-cdfpl/newton_1_1_true-unreach-call_true-termination.i	true	9.779897333	10.943472731974907	174669824					0.003158642	655360	true	0.009930282016284764
floats-cdfpl/newton_1_2_true-unreach-call_true-termination.i	true	9.822489186	11.166531572001986	184180736					0.003205412	520192	true	0.008504721976350993
floats-cdfpl/newton_1_3_true-unreach-call_true-termination.i	true	9.251016199	10.620369516022038	177364992					0.004206028	516096	true	0.008042752975597978
floats-cdfpl/newton_2_1_true-unreach-call_true-termination.i	true	22.168021272	23.719840906036552	200077312					0.003487216	647168	true	0.008431905996985734
floats-cdfpl/newton_2_2_true-unreach-call_true-termination.i	true	21.275026907	22.96704902302008	197132288					0.003090049	385024	true	0.007946562953293324
floats-cdfpl/newton_2_3_true-unreach-call_true-termination.i	true	18.949467391	20.725216949998867	197603328					0.004289066	647168	true	0.008715378993656486
floats-cdfpl/newton_2_4_true-unreach-call_true-termination.i	unknown	20.222432623	21.743705651024356	234614784					0.003216266	647168	true	0.008308946969918907
floats-cdfpl/newton_2_5_true-unreach-call_true-termination.i	unknown	18.273423155	19.713413664023392	242151424					0.004426949	385024	true	0.00821865099715069
floats-cdfpl/newton_3_1_true-unreach-call_true-termination.i	unknown	24.070133616	25.721088088001125	228761600					0.003429456	385024	true	0.0084408950060606
floats-cdfpl/newton_3_2_true-unreach-call_true-termination.i	unknown	20.306970299	21.88432517502224	223952896					0.004469305	516096	true	0.00877401203615591
floats-cdfpl/newton_3_3_true-unreach-call_true-termination.i	unknown	23.079144638	24.725183121976443	231067648					0.002883168	512000	true	0.008534188033081591
floats-cdfpl/newton_3_4_true-unreach-call_true-termination.i	unknown	19.67845939	21.305626728979405	229158912					0.004178242	389120	true	0.007869053049944341
floats-cdfpl/newton_3_5_true-unreach-call_true-termination.i	unknown	18.784498186	20.344091447012033	229150720					0.00322528	397312	true	0.008337314007803798
floats-cdfpl/sine_4_true-unreach-call_true-termination.i	true	8.047760519	9.237265429052059	186523648					0.004277666	528384	true	0.009139192989096045
floats-cdfpl/sine_5_true-unreach-call_true-termination.i	true	7.92742471	9.112090848037042	179089408					0.003646746	520192	true	0.009414275991730392
floats-cdfpl/sine_6_true-unreach-call_true-termination.i	true	8.05342307	9.251281914010178	174878720					0.003047856	389120	true	0.008929133997298777
floats-cdfpl/sine_7_true-unreach-call_true-termination.i	true	7.954022031	9.155304662999697	175366144					0.003209295	393216	true	0.008599512977525592
floats-cdfpl/sine_8_true-unreach-call_true-termination.i	true	7.350376855	8.5173721210449	184238080					0.003221905	512000	true	0.009397495014127344
