tool	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 
run set	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17
/sv-benchmarks/c/	status	cputime (s)	walltime (s)	memUsage	wit1_status	wit1_cputime (s)	wit1_walltime (s)	wit1_memUsage	wit2_status	wit2_cputime (s)	wit2_walltime (s)	wit2_memUsage
floats-cdfpl/newton_1_4_false-unreach-call.i	unknown	5.895095539	6.670146118005505	165855232	ERROR (invalid witness file)	2.552245323	2.5768031750048976	70619136				
floats-cdfpl/newton_1_5_false-unreach-call.i	unknown	5.921234802	6.742590850000852	163348480	ERROR (invalid witness file)	2.491422118	2.512607192998985	66932736				
floats-cdfpl/newton_1_6_false-unreach-call.i	unknown	5.942702066	6.787588626990328	173035520	ERROR (invalid witness file)	2.291125154	2.3122518890013453	70496256				
floats-cdfpl/newton_1_7_false-unreach-call.i	unknown	5.883516164	6.6716376959957415	166715392	ERROR (invalid witness file)	2.789388357	2.878410992998397	67469312				
floats-cdfpl/newton_1_8_false-unreach-call.i	unknown	6.656713371	7.701848919008626	175009792	ERROR (invalid witness file)	2.356752647	2.383469586013234	70307840				
floats-cdfpl/newton_2_6_false-unreach-call.i	unknown	6.142892616	6.9255944500037	175902720	ERROR (invalid witness file)	2.331730611	2.3533212000038475	70275072				
floats-cdfpl/newton_2_7_false-unreach-call.i	unknown	6.057018406	6.810757838000427	178876416	ERROR (invalid witness file)	2.481082912	2.502580736996606	66301952				
floats-cdfpl/newton_2_8_false-unreach-call.i	unknown	6.007226582	6.825637147005182	179929088	ERROR (invalid witness file)	2.460311174	2.4797171630052617	74973184				
floats-cdfpl/newton_3_6_false-unreach-call.i	unknown	6.464117155	7.213063444010913	185040896	ERROR (invalid witness file)	2.426654567	2.4474196520022815	71401472				
floats-cdfpl/newton_3_7_false-unreach-call.i	unknown	6.536532073	7.369687294994947	184127488	ERROR (invalid witness file)	2.441231082	2.466211813996779	71159808				
floats-cdfpl/newton_3_8_false-unreach-call.i	unknown	6.552132067	7.373342181002954	182845440	ERROR (invalid witness file)	2.516158392	2.5366023629903793	70430720				
floats-cdfpl/sine_1_false-unreach-call.i	unknown	5.802466007	6.637554218992591	167292928	ERROR (invalid witness file)	2.394360119	2.4162674209947	70987776				
floats-cdfpl/sine_2_false-unreach-call.i	unknown	6.033315522	6.84633980000217	158355456	ERROR (invalid witness file)	2.432263904	2.4504523600044195	70885376				
floats-cdfpl/sine_3_false-unreach-call.i	unknown	5.697578798	6.45696912301355	166100992	ERROR (invalid witness file)	2.435597921	2.4661642690043664	71446528				
floats-cdfpl/square_1_false-unreach-call.i	unknown	5.466709982	6.224298938992433	164483072	ERROR (invalid witness file)	2.39388627	2.4120254059962463	70713344				
