tool	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 
run set	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18	sv-comp18
/sv-benchmarks/c/	status	cputime (s)	walltime (s)	memUsage	wit1_cputime (s)	wit1_memUsage	wit1_status	wit1_walltime (s)	wit2_cputime (s)	wit2_memUsage	wit2_status	wit2_walltime (s)
recursive/Ackermann02_false-unreach-call_true-no-overflow_true-termination.c	unknown	4.580966665	5.728445502987597	182308864	0.05840336	7565312	ERROR (1)	0.07430308498442173				
recursive/Addition02_false-unreach-call_true-no-overflow_true-termination.c	false(unreach-call)	11.951454966	13.141216989024542	208179200	0.6307557	18243584	false(unreach-call)	0.6453807280049659				
recursive/BallRajamani-SPIN2000-Fig1_false-unreach-call_true-no-overflow_true-termination.c	false(unreach-call)	8.628741141	10.650182507000864	179810304	0.612907157	18415616	false(unreach-call)	0.6267283959896304				
recursive/EvenOdd03_false-unreach-call_true-no-overflow_true-termination.c	false(unreach-call)	6.497929858	7.380743548972532	187056128	0.618819489	18313216	false(unreach-call)	0.6352395000285469				
recursive/Fibonacci04_false-unreach-call_true-no-overflow_true-termination.c	unknown	4.382673833	5.05623160401592	125149184	0.544579995	18317312	ERROR (1)	0.5762298149638809				
recursive/Fibonacci05_false-unreach-call_true-no-overflow_true-termination.c	unknown	4.427686462	5.093833924969658	126119936	0.543805596	18534400	ERROR (1)	0.576492912019603				
recursive/McCarthy91_false-unreach-call_true-no-overflow_true-termination.c	unknown	4.423145431	5.163626994995866	125272064	0.550495536	18366464	ERROR (1)	0.5893826769897714				
recursive/Ackermann01_true-unreach-call_true-no-overflow.c	unknown	4.226905574	4.966144692036323	125370368					0.005068977	516096	true	0.009484083973802626
recursive/Ackermann03_true-unreach-call_true-no-overflow.c	unknown	4.578807947	5.273579342989251	129044480					0.002917386	516096	true	0.008138532983139157
recursive/Ackermann04_true-unreach-call_true-no-overflow.c	unknown	4.533578041	5.272025729995221	127094784					0.004123349	516096	true	0.009181833011098206
recursive/Addition01_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	60.516880136	73.65515886194771	293834752					0.003227652	516096	true	0.009341049997601658
recursive/Addition03_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	55.552226761	91.00941774697276	452972544					0.00318492	516096	true	0.009328663989435881
recursive/EvenOdd01_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	49.63448918	91.01707703102147	296042496					0.003389394	516096	true	0.010002787981647998
recursive/Fibonacci01_true-unreach-call_true-no-overflow.c	unknown	4.192880575	4.901299727032892	126377984					0.004118249	516096	true	0.0087238599662669
recursive/Fibonacci02_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.086992909	4.827427851967514	124346368					0.003480881	516096	true	0.009178636013530195
recursive/Fibonacci03_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.42510969	5.1254210689803585	128802816					0.004085468	647168	true	0.008829936967231333
recursive/McCarthy91_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.465408816	5.188562294992153	128237568					0.002992091	516096	true	0.008624274982139468
recursive/MultCommutative_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	47.789503887	91.01070365397027	253665280					0.003185114	516096	true	0.008835332002490759
recursive/Primes_true-unreach-call_true-no-overflow_false-termination.c	unknown	4.843955416	5.547571072995197	144404480					0.002975477	516096	true	0.008093984972219914
recursive/gcd01_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	47.915163804	91.01536663697334	266153984					0.003158461	516096	true	0.008634361962322146
recursive/gcd02_true-unreach-call_true-no-overflow_true-termination.c	TIMEOUT	55.792626096	91.0138052199618	268300288					0.002904812	516096	true	0.008041244989726692
recursive/recHanoi01_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.212433662	4.887747906963341	126971904					0.003254415	516096	true	0.008660732011776417
recursive/recHanoi02_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.026846665	4.704195118043572	124407808					0.003313319	520192	true	0.008978665980976075
recursive/recHanoi03_true-unreach-call_true-no-overflow_true-termination.c	unknown	4.079481019	4.821943390998058	124456960					0.003286698	516096	true	0.008276175009086728
recursive-simple/afterrec_2calls_false-unreach-call_true-termination.c	unknown	4.296443998	4.9844077349989675	128196608	0.597693755	18530304	false(unreach-call)	0.6108969170018099				
recursive-simple/afterrec_false-unreach-call_true-termination.c	unknown	3.989120011	4.707789984007832	122441728	0.590801153	18489344	false(unreach-call)	0.6018347459612414				
recursive-simple/fibo_10_false-unreach-call_true-termination.c	unknown	4.354634967	5.064643752004486	125353984	0.600319835	18407424	false(unreach-call)	0.6129865109687671				
recursive-simple/fibo_15_false-unreach-call.c	unknown	4.11992174	4.844868924003094	124387328	0.611157576	18419712	false(unreach-call)	0.6242962959804572				
recursive-simple/fibo_20_false-unreach-call.c	unknown	4.109959164	4.815606979012955	124485632	0.604219353	18370560	false(unreach-call)	0.6172050559544004				
recursive-simple/fibo_25_false-unreach-call.c	unknown	4.332182229	5.010001998045482	127774720	0.618395803	18448384	false(unreach-call)	0.6286466890014708				
recursive-simple/fibo_2calls_10_false-unreach-call.c	unknown	4.279385083	5.027637713996228	132853760	0.618637234	18350080	false(unreach-call)	0.6367788289790042				
recursive-simple/fibo_2calls_15_false-unreach-call.c	unknown	4.280941512	5.0058475760160945	131215360	0.590788574	18432000	false(unreach-call)	0.6040076449862681				
recursive-simple/fibo_2calls_20_false-unreach-call.c	unknown	4.296430883	5.0234584209974855	135004160	0.607270408	18399232	false(unreach-call)	0.6198910649982281				
recursive-simple/fibo_2calls_25_false-unreach-call.c	unknown	4.277830076	5.005943366035353	134803456	0.610228603	18505728	false(unreach-call)	0.6224798859911971				
