tool	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 	skink 
run set	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17	sv-comp17
/sv-benchmarks/c/	status	cputime (s)	walltime (s)	memUsage	wit1_status	wit1_cputime (s)	wit1_walltime (s)	wit1_memUsage	wit2_status	wit2_cputime (s)	wit2_walltime (s)	wit2_memUsage
array-examples/data_structures_set_multi_proc_false-unreach-call_ground.i	unknown	6.626594732	7.569961810993846	184557568	ERROR (invalid witness file)	2.776729184	2.8049269639886916	84586496				
array-examples/sorting_bubblesort_false-unreach-call2_ground.i	unknown	6.594374039	7.44017941900529	182636544	ERROR (invalid witness file)	2.714669378	2.732794659008505	88358912				
array-examples/sorting_bubblesort_false-unreach-call_ground.i	unknown	6.458138177	7.297267551010009	177590272	ERROR (invalid witness file)	2.642795205	2.6662981620029313	88657920				
array-examples/sorting_selectionsort_false-unreach-call2_ground.i	unknown	7.135686916	8.029771317000268	203644928	ERROR (invalid witness file)	2.712622513	2.732694074991741	88141824				
array-examples/sorting_selectionsort_false-unreach-call_ground.i	unknown	7.452620143	8.371871323994128	210178048	ERROR (invalid witness file)	2.768638938	2.793204568006331	87719936				
array-examples/standard_allDiff2_false-unreach-call_ground.i	unknown	6.409335312	7.253135090999422	178495488	ERROR (invalid witness file)	2.736996061	2.756749863998266	88117248				
array-examples/standard_copy1_false-unreach-call_ground.i	unknown	6.588647168	7.471262810999178	181018624	ERROR (invalid witness file)	2.739163302	2.762384772009682	90714112				
array-examples/standard_copy2_false-unreach-call_ground.i	unknown	6.562759804	7.484232970993617	183496704	ERROR (invalid witness file)	2.775958382	2.798899009008892	89960448				
array-examples/standard_copy3_false-unreach-call_ground.i	unknown	6.476370266	7.321698607003782	182169600	ERROR (invalid witness file)	2.69305969	2.7223570839996682	88162304				
array-examples/standard_copy4_false-unreach-call_ground.i	unknown	6.479778081	7.351975928002503	176685056	ERROR (invalid witness file)	2.641840799	2.6673371659999248	88309760				
array-examples/standard_copy5_false-unreach-call_ground.i	unknown	6.558037402	7.448589330990217	178991104	ERROR (invalid witness file)	2.730681497	2.752362218001508	90324992				
array-examples/standard_copy6_false-unreach-call_ground.i	unknown	6.69621915	7.590554688998964	180244480	ERROR (invalid witness file)	2.750868477	2.7839842899993528	89624576				
array-examples/standard_copy7_false-unreach-call_ground.i	unknown	7.172901892	8.118759004995809	182259712	ERROR (invalid witness file)	2.801047675	2.8258987050066935	89161728				
array-examples/standard_copy8_false-unreach-call_ground.i	unknown	7.144365218	8.108500421993085	180920320	ERROR (invalid witness file)	2.820395447	2.8414262180012884	89247744				
